Gene	B6_E14_lung_rep2_TAGCTCG-TAGTAGA_R1.final	B6_E10_limb_rep2_GGACATT-ACTCCTA_R1.final	B6_E10_trunk_rep2_TCCACGT-GTTTAGT_R1.final	B6_E10_head_rep1_GACTTGC-GAACCGT_R1.final	B6_E10_limb_rep1_CCACTCG-CCGAATT_R1.final	B6_E14_palate_rep1_ACTCTTT-CTTCATT_R1.final	B6_E10_limb_rep3_CGGTTTG-AAGCCTT_R1.final	B6_E14_palate_rep2_AAGTTTC-GCTTCCT_R1.final	B6_E14_lung_rep1_AGATCAG-ATGGAAC_R1.final	B6_E10_trunk_rep3_GCGTTCA-GCAATAT_R1.final	B6_E10_head_rep3_CTCCTAG-AGGTAGG_R1.final	B6_E10_trunk_rep1_AGCTTAT-GCTCCTC_R1.final
Mef2b	0	2	8	1	5	16	10	14	1	2	2	4
Slc27a4	1002	660	914	774	1208	618	1370	917	944	925	594	1110
Olfr1344	0	0	0	0	2	0	1	0	0	1	0	0
AK007073	0	1	0	0	0	0	0	0	1	0	0	0
DQ723457	0	0	0	0	0	0	0	0	0	0	0	0
AB341074	0	0	0	0	0	0	0	0	0	0	0	0
Hspa1l	82	101	81	66	153	37	201	77	51	128	68	85
5430437J10Rik	1	0	0	0	0	0	0	2	0	0	0	0
DQ694598	0	0	0	0	0	0	0	0	0	0	0	0
DQ562327	0	0	0	0	0	0	0	0	0	0	0	0
Vmn2r89	0	0	0	0	6	0	0	0	0	0	1	0
Ttc33	684	544	494	389	902	343	958	446	603	493	279	538
Gm9961	1	1	0	1	2	4	4	2	0	0	0	1
Zbtb37	386	324	339	267	583	374	595	443	315	381	342	385
Gm21293	0	0	0	0	8	0	0	0	0	0	0	0
Heatr6	795	781	863	643	1425	501	1504	765	687	1049	692	931
S1pr4	20	8	8	7	13	5	20	8	23	9	11	12
Atp6v1g1	2260	2022	2021	1813	4250	1350	4616	2049	2008	1686	1261	2292
DQ702276	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1410	0	0	0	0	1	0	2	0	0	1	0	0
Nwd2	23	6	38	33	16	62	16	69	34	79	37	64
Rgs16	26	96	226	144	162	93	196	158	41	215	182	221
4933433G08Rik	0	0	0	0	0	0	2	1	0	1	3	0
4930470P17Rik	1	1	0	1	1	1	0	0	0	0	1	0
Oca2	0	2	4	3	0	0	0	4	0	0	2	4
Fpr3	0	0	0	0	4	0	0	0	0	0	0	1
Ddx21	3381	2771	4119	2609	4721	1212	5190	1834	2679	4916	2637	3579
Inafm2	403	529	498	389	917	210	938	318	329	561	312	442
Olfr173	0	0	0	0	0	0	0	0	0	0	0	0
Gm12260	6	1	2	20	13	8	8	5	5	2	6	11
Amacr	242	226	256	125	371	160	447	270	220	155	104	248
Gm15085	0	0	0	0	4	1	0	0	0	0	0	0
DQ697782	0	0	0	0	0	0	0	0	0	0	0	0
Sh2b1	653	544	768	512	978	428	1135	577	560	788	465	836
DQ557403	0	0	0	0	0	0	0	0	0	0	0	0
Olfr192	0	0	0	0	2	0	0	0	0	1	0	0
2410012E07Rik	0	1	2	0	3	0	0	0	0	0	0	0
ENSMUSG00000058934	0	1	0	1	1	0	0	1	0	0	1	0
Adam3	4	3	0	0	1	1	0	1	2	1	2	0
Ccdc25	685	675	904	666	1192	396	1340	484	634	980	561	788
4930526L06Rik	1	4	1	1	5	2	5	1	4	6	8	2
1700119H24Rik	2	0	0	0	0	0	2	0	4	0	2	0
Cyp4f37	1	2	0	0	2	0	4	0	1	1	1	0
AK079675	4	1	2	0	4	1	1	3	7	2	3	4
AK086749	18	0	17	0	15	0	0	29	31	0	24	0
Mir290b	0	0	0	0	0	0	0	0	0	0	0	0
Gemin8	287	154	224	157	326	109	316	114	258	162	197	231
AK050378	0	2	0	2	1	0	1	0	0	3	0	2
Mir675	0	0	0	0	0	0	0	0	0	0	0	0
Ttbk2	1338	1195	1172	855	2020	1032	2045	1298	984	1667	979	1327
Rccd1	197	196	277	191	338	120	412	188	147	237	159	274
Adad1	10	6	1	5	8	8	9	15	7	5	2	5
AV051173	7	12	9	7	10	4	12	8	6	3	5	12
Phkg1	4	2	3	2	8	8	9	4	12	3	4	10
A030001D20Rik	62	44	65	55	85	51	91	59	44	49	29	61
Peg12	1001	762	1533	1274	1533	263	1589	441	935	1836	1059	1406
Zfp867	295	268	258	259	528	210	542	275	255	229	193	274
Cct3	9753	8563	10216	7535	16045	2929	17229	4873	8012	9358	6418	9682
Mir6394	0	0	0	0	0	0	0	0	0	0	0	0
DQ692372	0	0	0	0	0	0	0	0	0	0	0	0
Thbd	3109	50	58	209	99	325	125	646	2438	84	86	115
Gm22109	0	0	0	0	0	0	0	0	0	0	0	0
Atp2c2	18	58	60	72	138	43	168	67	18	72	62	62
4930432J09Rik	3	0	1	1	0	2	3	1	6	2	3	0
DQ688694	0	0	0	0	0	0	0	0	0	0	0	0
Olfr967	0	0	0	0	1	0	0	0	0	0	0	0
Tmem120b	105	88	119	103	194	103	182	156	128	91	53	139
Zfp345	164	139	179	174	201	62	287	74	168	76	105	184
Add2	141	314	643	736	627	376	680	524	103	929	744	1091
DQ544186	0	0	0	0	0	0	0	0	0	0	0	0
AB334935	0	0	0	0	0	0	0	0	0	0	0	0
AK053040	2	1	1	0	4	0	0	0	2	4	0	0
DQ692519	0	0	0	0	0	0	0	0	0	0	0	0
BC086906	0	4	0	0	0	0	0	0	3	0	0	0
DQ696807	0	0	0	0	0	0	0	0	0	0	0	0
D230030E09Rik	1	3	2	4	12	10	9	7	0	2	1	3
AK084809	67	78	74	70	123	32	147	43	51	59	53	67
Gm884	0	0	1	0	1	0	1	0	0	3	0	0
Tmem41a	216	208	246	209	409	113	429	192	226	240	130	274
Glt1d1	4	49	56	41	93	14	98	20	8	56	43	50
DQ719948	0	0	0	0	0	0	0	0	0	0	0	0
AK133405	0	0	0	0	0	0	0	2	0	1	0	0
Arhgap9	68	53	39	24	112	30	132	47	51	24	18	43
Cdc42bpa	1632	1285	1224	1057	2215	1310	2414	1702	1316	1669	1020	1369
Gpatch1	287	273	298	236	502	201	566	345	246	358	188	289
Gm21221	0	0	0	0	0	0	0	0	0	0	0	0
Arhgef18	810	741	826	717	1348	629	1517	920	698	943	566	794
Adssl1	34	30	34	38	44	40	39	58	78	27	29	41
Gm20757	0	0	0	0	0	0	4	1	0	0	1	0
Gnb3	14	6	8	10	13	8	6	10	18	11	7	14
Lgals12	6	14	1	3	26	16	24	17	10	1	2	2
Tsen54	601	465	557	466	901	204	1010	376	468	422	315	577
Thpo	8	1	11	2	2	7	14	3	5	3	2	7
Lipo3	339	157	139	140	196	123	278	201	266	168	132	176
Olfr963	0	0	0	0	1	0	3	0	0	2	0	0
Clec4b1	0	0	0	0	0	0	0	0	0	0	0	0
Slc22a15	130	100	149	100	165	150	199	184	134	154	104	143
Olfr531	0	0	0	0	0	0	0	0	0	2	0	0
Ckmt2	0	0	0	0	1	0	2	0	6	0	0	0
AK050060	11	10	18	15	12	22	22	18	11	26	22	13
Cabp7	1	3	10	6	1	0	1	1	0	17	4	8
Mir6961	0	0	0	0	0	0	0	0	0	0	0	0
Angptl8	16	5	8	8	5	3	7	3	6	4	1	4
Ctbp1	5399	4515	5896	4948	8466	2494	9304	4022	4899	6458	4372	6419
Cldn12	642	739	1006	833	1284	420	1368	672	531	1067	601	931
Inafm1	310	145	141	95	258	227	292	347	275	105	73	156
Gabpb2	2551	2149	2146	1426	3732	1538	4047	1848	1870	2444	1522	1947
Gtf2h1	1233	1007	989	899	1789	651	1974	969	1056	1201	684	1023
Fbxo10	689	564	563	560	1046	511	1174	790	612	551	391	576
Gm16982	42	18	36	34	43	32	53	35	31	55	29	53
Mpz	46	16	8	7	30	125	23	181	55	16	3	17
Stard9	95	27	35	14	50	85	57	72	79	24	21	39
Clca1	0	20	12	3	26	1	31	1	1	7	1	10
Pmpca	1641	1319	1719	1241	2594	768	2760	1060	1328	1870	1168	1727
Eif4ebp2	370	203	505	387	534	223	600	293	278	621	508	472
AK218987	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc129	1	7	4	0	10	8	5	5	0	2	2	1
Casq1	114	14	17	17	22	40	29	66	145	19	7	18
Rtl5	472	411	338	297	636	273	660	368	371	459	353	389
Padi2	34	43	51	55	92	59	78	71	50	52	28	37
Ust	268	140	163	88	271	187	279	259	218	184	88	139
Immp1l	887	540	617	510	1146	299	1348	556	722	429	336	594
AK006748	1	1	1	3	6	0	1	5	1	1	2	0
Smarcc2	2686	2614	2428	1883	4646	2146	5181	3069	2500	2755	1752	3109
Slc18a3	2	0	30	5	2	5	1	3	4	26	8	59
Rpl11	18800	8485	13523	11917	23802	6871	27749	10092	17132	8054	9207	16366
Pigo	366	409	452	327	717	277	789	356	329	466	305	494
Slc35a5	369	238	199	232	433	244	424	272	297	248	185	246
AK040028	0	0	0	0	0	0	0	1	1	0	0	0
DQ555695	0	0	0	0	0	0	0	0	0	0	0	0
Gm4719	0	0	0	0	1	0	0	0	0	0	1	0
DQ718428	0	0	0	0	0	0	0	0	0	0	0	0
Herc6	109	42	74	56	92	29	94	58	77	71	43	80
Synrg	428	389	692	558	713	583	779	759	352	881	549	710
9230102K24Rik	20	9	8	3	11	1	12	8	25	12	2	4
Vangl1	355	288	322	184	539	279	589	370	322	308	157	283
DQ687821	0	0	0	0	0	0	0	0	0	0	0	0
Serf2	6280	3294	4592	3793	8113	2791	9109	4226	5672	3469	2786	5468
2410021H03Rik	4	2	6	4	9	16	8	10	3	15	12	18
Pcdh10	184	1172	112	246	1981	907	2104	1177	149	124	175	189
B9d1	515	285	352	335	661	175	794	264	450	228	250	396
AK043439	6	6	7	2	12	6	12	11	3	4	2	5
Cenpn	704	523	665	527	927	236	991	329	622	607	482	639
Mir721	0	0	0	0	0	0	0	0	0	0	0	0
4930455D15Rik	0	2	3	0	1	1	1	0	1	2	2	0
DQ715413	0	0	0	0	0	0	0	0	0	0	0	0
Gm17660	0	1	0	0	0	0	2	0	0	0	0	1
Tomm6	836	407	667	573	1043	330	1261	554	741	505	449	781
Abca4	81	144	109	144	250	34	260	68	70	103	94	91
DQ703666	0	0	0	0	0	0	0	0	0	0	0	0
AK018523	29	21	26	15	38	21	48	14	17	36	12	20
Timp1	173	47	59	34	93	32	109	70	154	51	30	79
Tcirg1	591	412	281	254	695	447	760	597	465	273	160	372
Dnlz	1153	907	1056	913	1753	499	1949	856	1063	946	704	1203
AK007459	0	10	30	18	39	0	36	5	14	0	13	17
DQ685301	0	0	0	0	0	0	0	0	0	0	0	0
Elp4	613	493	556	486	992	298	883	462	510	620	459	559
DQ554758	0	0	0	0	0	0	0	0	0	0	0	0
Hist1h2af	11337	6349	8756	9854	15957	3111	18672	4667	10411	5937	6785	11438
Muc2	3	5	4	5	6	6	0	10	5	6	4	1
DQ695808	0	0	0	0	0	0	0	0	0	0	0	0
Ptcra	17	12	22	24	20	9	24	5	4	15	15	25
Ddx10	853	779	854	641	1376	429	1612	657	635	930	562	834
Noc3l	931	860	980	753	1543	429	1730	630	796	1075	676	953
U07883	0	0	0	0	0	0	0	0	0	0	0	0
1700056E22Rik	9	8	9	9	12	3	22	8	5	5	15	9
Pdgfra	4274	7457	3790	2368	13206	4979	14234	6897	3445	3658	1640	4875
E430016F16Rik	1	1	1	1	0	1	4	0	0	1	6	0
Slc35f5	659	298	301	228	568	313	613	462	629	266	140	323
Rab27b	195	118	64	105	225	240	240	309	153	70	87	61
Icam1	221	163	130	80	237	182	298	246	178	87	51	89
Olfr958	0	0	0	0	0	0	0	0	0	0	0	0
F830045P16Rik	0	0	0	0	0	2	0	3	0	0	0	0
AK136190	442	555	765	566	1062	807	1123	732	407	814	787	910
AK034781	33	39	38	35	66	48	71	42	42	44	43	42
Gm715	9	11	28	63	23	11	22	19	11	28	57	36
DQ703003	0	0	0	0	0	0	0	0	0	0	0	0
BMH1	0	0	1	1	0	1	3	0	2	0	0	1
Aco2	4714	3909	4271	3466	7194	2189	7933	3391	4580	4093	2733	4522
AK076711	0	0	0	0	0	0	0	0	0	0	0	0
1700108J01Rik	0	0	0	2	0	1	1	0	0	0	1	1
DQ725184	0	0	0	0	0	0	0	0	0	0	0	0
Ngdn	960	786	820	663	1594	321	1779	594	884	681	455	846
Rph3al	55	12	12	30	58	28	44	28	57	26	22	27
AK036329	2	0	5	4	4	4	7	6	1	4	3	4
AK140218	55	36	31	36	62	25	89	23	45	40	27	39
DQ684933	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1198	0	0	0	0	0	0	0	0	0	0	1	0
Csnk2a2	785	705	1097	838	1278	524	1377	644	575	1289	796	1029
AK034420	394	472	668	425	785	491	838	496	301	695	596	659
Ubox5	286	298	314	278	626	141	540	216	254	401	215	342
Gm5071	0	0	0	0	1	1	0	0	0	0	2	0
Ndufb8	3363	1765	2564	2133	4322	1082	5004	1894	3089	1493	1464	2642
Mprip	7728	5499	6518	5010	9915	3934	10834	5767	6545	7713	4460	6578
Olfr1281	0	0	0	0	0	0	0	0	0	0	0	0
DQ723949	0	0	0	0	0	0	0	0	0	0	0	0
Ssbp4	1174	938	640	802	1756	531	1852	829	1067	688	484	852
Lrg1	2	4	0	0	2	1	5	1	1	0	1	2
DQ544345	0	0	0	0	0	0	0	0	0	0	0	0
Marveld3	52	13	8	18	35	35	23	56	35	5	13	9
Ubxn8	272	177	200	171	321	145	306	200	205	193	103	222
Calhm2	170	90	50	30	146	77	147	115	152	32	36	47
Fate1	0	0	0	0	0	0	3	1	0	0	0	0
Sntb1	176	95	67	52	162	163	195	238	160	69	50	105
Selenos	604	338	376	338	722	270	767	398	521	314	275	447
2810004N23Rik	1624	1436	1769	1446	2747	538	2942	864	1363	1595	929	1695
Rnase2a	0	0	0	0	1	0	1	0	0	0	0	0
Rbm41	507	578	427	371	954	318	952	411	413	506	313	475
Nop2	2273	1969	2656	1898	3768	763	3807	1222	1961	2482	1447	2578
Ano1	866	65	136	193	132	148	147	181	636	169	245	184
Mir6929	0	0	0	0	0	0	0	0	0	0	0	0
Serhl	354	160	149	118	351	173	364	280	322	111	73	156
5730460C07Rik	0	0	1	5	1	0	7	0	1	3	1	3
AK145095	103	92	102	62	134	59	146	88	66	77	86	82
Csta1	2	1	1	0	12	6	15	10	2	2	1	3
A730046J19Rik	26	6	1	0	3	9	3	14	29	3	2	11
Cmtm6	981	550	571	434	832	452	933	647	893	533	348	624
AK053962	139	126	315	270	322	96	257	105	146	222	235	271
Noto	0	0	2	0	0	0	0	0	0	38	0	15
Pstpip2	41	52	21	28	91	22	79	41	33	20	25	22
Tsga10ip	2	3	1	0	5	2	6	3	10	1	2	3
Serpina3j	0	0	0	0	0	0	0	0	0	0	0	0
4930558J18Rik	33	32	53	30	62	17	58	19	31	35	34	47
DQ691147	0	0	0	0	0	0	0	0	0	0	0	0
Gm25018	0	0	0	0	0	0	0	0	0	0	0	0
Gm7534	0	1	0	0	3	0	2	0	0	4	2	1
AK008114	365	331	319	267	501	204	588	291	299	386	222	326
Abhd4	657	429	449	386	827	467	965	681	578	504	305	485
DQ691086	0	0	0	0	0	0	0	0	0	0	0	0
St8sia2	294	170	205	183	294	343	339	393	232	265	249	281
Spanxn4	0	0	0	0	1	0	0	0	0	0	0	0
AK153014	34	46	79	26	77	47	69	31	17	57	52	50
Daam1	1443	911	850	823	1445	831	1554	1042	1151	1016	752	1018
Chrna7	35	79	111	68	158	30	183	44	30	129	84	136
Tmc1	1	0	11	9	1	0	1	3	1	9	7	6
1700022H16Rik	0	0	0	0	1	0	0	0	1	0	0	0
Cfap53	2	2	0	3	8	4	15	3	1	5	5	4
Ccdc54	0	0	0	0	1	0	0	0	0	1	0	0
Naa10	1515	910	1415	1033	2138	551	2478	798	1311	954	689	1387
AK048032	0	0	0	1	0	0	0	0	1	0	0	1
Tex33	0	0	0	0	1	0	0	1	0	0	0	0
Olfr1413	0	0	0	0	0	0	0	0	0	1	0	0
DQ700541	0	0	0	0	0	0	0	0	0	0	0	0
Pacs2	1296	909	1272	999	1760	1053	1866	1459	1048	1742	1195	1415
Eya2	26	117	331	502	245	363	236	565	52	457	316	448
Ifi214	0	0	0	0	1	0	0	0	0	0	4	1
Gm26689	0	2	0	0	2	0	0	0	0	2	0	0
AK044904	3	31	85	57	79	10	63	10	5	74	78	82
Vmn2r75	0	0	0	0	0	0	1	0	0	0	0	0
Alg1	506	278	274	261	552	206	576	301	441	246	158	333
Prkag2	238	262	457	408	520	194	595	277	278	532	331	493
Snai2	1276	183	136	80	294	232	339	273	872	131	61	144
Scara5	310	22	11	11	33	250	51	307	291	26	7	24
AK168184	34	34	2	6	73	9	74	16	24	5	3	8
AK148282	25	29	17	26	63	8	42	12	13	14	13	36
Tmem108	202	66	93	64	152	34	124	92	186	72	45	83
Sertad2	711	558	512	470	965	590	1039	814	577	804	526	625
DQ720740	0	0	0	0	0	0	0	0	0	0	0	0
1700124L16Rik	0	4	3	2	10	1	6	4	1	3	5	6
Olfr955	0	0	0	0	0	0	0	0	0	0	0	0
U2af2	7829	8076	9156	6596	15194	3012	15993	5003	7182	8309	5439	9470
Pcolce2	152	137	44	86	242	86	233	97	117	52	49	83
2300002M23Rik	2	5	0	0	4	3	2	8	0	0	0	0
AK033041	0	0	0	0	0	0	0	0	0	0	0	0
Vmn1r15	0	0	0	0	0	0	3	0	0	1	1	0
Dph3	953	584	819	659	1199	362	1356	622	855	640	499	863
AK036982	13	36	15	19	55	11	48	18	12	47	47	24
DQ717901	0	0	0	0	0	0	0	0	0	0	0	0
Rassf4	111	64	250	303	119	245	142	296	102	419	454	272
DQ711071	0	0	0	0	0	0	0	0	0	0	0	0
AK076929	0	0	0	0	0	0	0	0	0	0	0	0
Lpin1	139	168	166	171	331	174	347	279	111	225	175	189
AK168779	182	178	292	224	376	190	416	214	147	231	235	301
Kcnh8	5	2	11	34	8	31	5	44	3	19	15	21
DQ568510	0	0	0	0	0	0	0	0	0	0	0	0
Mir6960	0	0	0	0	0	0	0	0	0	0	0	0
Trappc4	650	501	729	558	1003	331	1252	615	599	542	488	751
Psmd4	3358	3196	3659	2780	6187	1533	6937	2400	3209	3200	2325	3922
4921524L21Rik	0	0	0	0	0	0	1	0	0	0	0	0
1700006E09Rik	0	0	0	0	1	0	0	0	0	1	0	0
Ybey	379	487	533	470	801	203	917	292	340	591	413	489
Olfr1564	0	0	0	0	0	0	0	0	0	0	2	0
Myo1b	3783	3829	2694	2498	6376	1873	7088	2618	2805	3106	2112	2941
Lrfn4	1853	1712	1821	1532	3336	905	3374	1513	1674	1898	1028	1921
Maf	1390	100	171	231	216	559	208	779	1109	258	121	210
Tada3	427	344	410	359	529	262	625	328	382	443	325	432
DQ548140	0	0	0	0	0	0	0	0	0	0	0	0
AK204461	7	7	3	6	11	0	15	3	0	3	2	0
BC055351	29	53	57	41	88	19	71	21	24	60	30	64
Zcchc3	1670	1340	1757	1156	2475	557	2716	907	1411	1886	1028	1596
Sema3e	269	76	78	108	141	185	146	222	211	120	103	102
AK077348	18	11	25	22	20	15	37	21	13	36	19	11
Bcap31	1764	1027	1026	805	1934	650	2240	1074	1454	797	583	1060
Grid2ip	10	3	8	1	18	9	8	7	10	4	0	3
DQ707210	0	0	0	0	0	0	0	0	0	0	0	0
Plxna4os1	16	6	8	7	3	7	10	4	6	4	3	4
AK048760	27	9	23	17	20	19	33	22	12	16	24	24
Plekhf2	568	456	484	389	817	372	854	518	438	595	338	479
Cep68	1920	1474	1538	1194	2526	922	2777	1195	1550	1711	952	1571
Irs1	3784	2075	2364	1915	3758	1755	4149	2425	2754	3135	1917	2586
Stk3	956	779	670	561	1411	548	1509	784	806	673	424	646
Ccdc3	19	98	32	64	200	741	175	667	47	41	42	67
Gm5150	0	0	0	0	0	0	1	0	0	0	0	0
Zdhhc15	777	747	556	500	1198	546	1277	679	634	637	380	597
Glyatl3	1	1	1	2	1	21	3	11	3	0	1	1
Mir3971	0	0	0	0	0	0	0	0	0	0	0	0
DQ566618	0	0	0	0	0	0	0	0	0	0	0	0
4933424G05Rik	3	10	14	6	12	4	28	15	8	12	19	18
Cap2	256	180	192	168	300	222	348	349	440	216	150	218
Eea1	1439	627	779	598	1059	1006	1188	1174	1089	1002	590	762
AK081879	212	141	151	120	263	189	309	205	138	200	135	175
Naip7	5	0	1	3	0	0	0	5	3	0	0	2
Park2	108	123	761	823	726	133	369	160	195	229	387	918
Phf20	1555	1332	1283	927	2389	823	2600	1140	1292	1528	970	1330
Zfp605	185	200	229	183	395	127	379	201	168	256	167	231
Gstm5	1445	979	1217	1068	2315	770	2403	1236	1453	912	727	1251
Bdkrb2	20	33	6	12	62	24	57	26	21	8	4	6
Trpc5os	2	2	0	1	2	0	2	1	1	1	0	0
Psmd14	2205	1821	2230	1873	3779	814	4016	1297	2029	2011	1540	2427
Gbp8	4	0	12	7	3	11	8	9	16	14	10	18
Shank1	65	23	45	34	57	153	50	163	59	52	47	54
Adam39	0	0	0	0	2	0	0	0	0	1	5	0
Orc5	522	511	597	434	986	184	929	331	432	521	368	552
Nprl2	269	264	268	242	592	224	543	326	271	263	158	306
Tmem181a	817	664	625	511	1066	420	1208	689	733	591	387	661
AK014984	21	2	4	0	1	0	5	0	13	1	0	1
AK029258	36	66	83	48	114	38	123	43	37	79	56	90
Rab3gap1	1076	739	672	565	1370	605	1512	885	855	718	491	692
Sh2d5	31	51	34	19	109	25	112	44	21	35	26	47
Ralyl	2	11	9	32	24	38	17	47	4	14	17	16
Egfl8	73	29	39	36	68	112	63	169	54	13	17	62
Plac9a	188	7	2	1	40	103	34	154	185	0	3	2
4930518J21Rik	0	0	0	0	1	0	0	0	0	0	0	0
Arhgef26	272	75	293	149	140	247	154	282	221	342	147	252
Il17f	0	0	2	2	4	0	0	1	0	0	0	1
Ccdc116	26	6	28	19	30	18	37	32	12	16	12	25
D430041D05Rik	92	92	113	105	121	63	148	131	107	175	160	143
Ephx4	8	3	4	5	7	10	7	19	3	5	1	8
Myof	1874	152	122	138	215	726	241	1057	1396	171	130	174
Gm20605	246	250	326	272	446	289	405	288	262	307	221	371
Cd3d	3	6	6	0	7	3	4	3	3	4	6	3
Eps8	370	195	78	125	332	358	361	555	307	125	91	154
Dcaf10	1426	1155	1340	1090	2032	982	2150	1209	1101	1420	985	1346
Smpx	243	12	6	1	12	62	20	70	226	7	0	3
Cpa1	9	1	5	1	6	3	4	2	9	9	1	6
Dthd1	0	0	0	0	0	0	0	0	0	0	0	0
Mpc1	838	374	309	262	748	370	867	484	750	227	158	335
Vmn1r90	21	6	8	3	14	8	9	4	16	5	5	18
Vmn1r183	0	1	0	0	1	0	0	0	0	0	0	0
AF357446	0	0	0	0	0	2	0	0	0	0	0	0
Foxi3	0	5	1	5	6	12	6	24	0	2	5	3
AB341582	0	0	0	0	0	0	0	0	0	0	0	0
DQ707693	0	0	0	0	0	0	0	0	0	0	0	0
Trmt44	368	369	448	346	686	227	740	304	329	469	276	431
DQ540318	0	0	0	0	0	0	0	0	0	0	0	0
Fbxl18	397	449	690	470	797	224	837	292	362	633	484	667
4930554G24Rik	0	0	0	1	1	1	2	0	0	0	1	2
AK203628	324	336	652	386	736	164	974	396	538	370	552	588
Slf1	1247	1087	1286	997	2034	561	2159	773	997	1188	754	1276
Rps6kb1	1671	1578	1562	1267	2601	1155	2724	1451	1403	1707	985	1537
AK131746	2	0	1	1	14	6	5	5	4	0	3	4
Vmn1r83	0	0	0	0	1	0	0	0	0	0	0	0
1810041H14Rik	5	9	2	9	9	2	9	1	6	5	1	3
AK018214	3	4	5	4	5	1	8	9	1	5	3	8
E2f3	1745	1515	2009	1468	2603	608	2874	826	1350	2193	1364	1715
Fthl17d	0	1	0	0	0	0	0	0	0	3	0	4
Mff	2113	1608	1579	1429	3134	1099	3427	1583	1755	1468	940	1653
Prr3	277	240	366	232	454	192	513	266	252	364	211	301
BC049966	5	0	0	0	0	0	1	2	1	0	2	0
Mir34b	0	0	0	0	0	0	0	0	0	0	0	0
DQ717835	0	0	0	0	0	0	0	0	0	0	0	0
AK136414	14	9	14	7	19	14	18	4	13	18	16	20
Azi2	1651	1214	1214	941	2161	963	2214	1193	1288	1243	721	1159
Otud7b	1717	1441	1626	1167	2388	920	2641	1278	1483	1711	1019	1533
DQ711745	0	0	0	0	0	0	0	0	0	0	0	0
Olfr45	0	0	0	0	0	3	0	1	0	0	0	0
Olfr668	0	0	0	0	2	0	0	1	0	3	0	0
KY467607	3	2	3	2	8	3	0	5	5	6	3	4
AK217941	0	0	0	0	0	0	0	0	0	0	0	0
Mir7094-2	0	0	0	0	0	0	0	0	0	0	0	0
DQ724788	0	0	0	0	0	0	0	0	0	0	0	0
4933406J09Rik	0	0	0	0	1	0	1	3	0	0	0	0
Tagln3	81	214	823	814	473	277	498	411	85	686	563	1216
M20876	0	0	0	0	1	0	0	0	0	0	0	0
AK139373	52	37	46	41	94	48	102	70	52	33	28	47
DQ554812	0	0	0	0	0	0	0	0	0	0	0	0
1110032F04Rik	37	39	134	59	64	25	58	37	66	145	45	121
Ica1l	18	29	30	31	46	46	46	55	23	36	23	34
Mir743	0	0	0	0	0	0	0	0	0	0	0	0
Vnn1	50	13	39	51	15	6	38	16	43	45	37	51
Cdca5	735	668	923	656	1197	222	1282	365	553	820	549	931
Ffar3	0	0	0	0	0	0	2	0	3	2	4	3
Opn1mw	0	0	0	0	0	0	3	0	0	0	0	1
Rabepk	519	293	377	292	553	164	597	244	403	235	203	371
Arl6ip4	947	874	1156	865	1782	381	1806	680	914	740	643	1116
E130018N17Rik	7	10	3	5	9	10	4	6	4	2	1	6
Mir7688	0	0	0	0	0	0	0	0	0	0	0	0
AK051586	19	15	20	15	27	15	30	23	15	20	19	19
Fam35a	237	249	191	177	372	192	407	254	195	216	161	215
3110099E03Rik	2	13	7	69	15	78	19	125	1	2	15	3
Zfp770	525	365	325	301	703	265	638	336	377	460	292	444
Tpsg1	3	1	1	0	1	12	4	10	2	0	4	3
DQ718305	0	0	0	0	0	0	0	0	0	0	0	0
Seh1l	1890	1617	2058	1639	2938	816	3285	1065	1636	2137	1371	1881
AK052801	10	12	14	14	16	14	27	16	12	18	12	22
P2ry6	79	20	6	14	24	30	20	38	64	10	9	8
Gm21859	0	0	0	0	2	0	0	0	0	0	0	0
4933405L10Rik	1	2	0	4	0	2	3	2	1	2	1	1
Fignl1	2061	1784	1931	1443	3223	525	3262	870	1631	1929	1215	1869
Tmem138	278	225	288	280	434	130	494	154	241	300	220	277
Scgb2b24	0	0	0	0	0	0	0	0	0	0	0	0
Prkaa2	80	39	62	72	83	122	84	145	100	111	101	65
Ace3	0	0	0	0	1	0	0	3	1	0	2	0
DQ709297	0	0	0	0	0	0	0	0	0	0	0	0
DQ689585	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1129	0	0	0	0	0	0	0	0	0	0	0	0
Kctd12b	486	159	151	237	288	303	280	448	363	158	187	252
4933405D12Rik	3	0	4	3	2	0	0	1	2	2	1	1
Phf11a	2	1	5	6	4	1	6	4	2	6	4	4
Kcnj2	661	476	152	184	873	569	951	677	522	149	149	169
H2-T3	12	0	2	0	0	0	1	0	3	4	1	0
Mbd3l2	2	2	1	1	3	0	2	2	1	0	1	1
Pgm5	1942	828	1124	64	1578	1903	1703	2486	2381	1316	77	1410
BC100532	0	0	1	0	0	0	0	0	0	0	0	0
Bdkrb1	1	1	0	1	1	1	1	0	1	2	3	1
Nbeal2	139	78	97	113	106	152	135	190	122	138	106	108
Spi1	89	12	40	39	36	36	43	53	84	26	26	26
S1pr5	4	10	9	1	28	8	20	21	3	39	4	22
FJ541139	0	0	0	0	0	0	0	0	0	0	0	0
Iigp1	1300	33	14	8	35	17	30	37	862	9	3	12
DQ547637	0	0	0	0	0	0	0	0	0	0	0	0
